county,state,# total covid cases,# covid cases per 100k,# covid deaths
Northampton County,Pennsylvania,81732,26772.360253533585,1097
Northumberland County,Pennsylvania,23172,25507.744129982497,534
Perry County,Pennsylvania,8873,19175.743430152143,185
Philadelphia County,Pennsylvania,317128,20019.89818593188,5110
Pike County,Pennsylvania,10557,18916.3038219642,98
Potter County,Pennsylvania,3256,19702.287304852962,92
Schuylkill County,Pennsylvania,34853,24655.663947820798,675
Snyder County,Pennsylvania,8149,20184.78153175468,158
Somerset County,Pennsylvania,18829,25636.17302272387,408
Sullivan County,Pennsylvania,1092,18001.978239366963,36
Susquehanna County,Pennsylvania,8188,20303.51120809363,110
Tioga County,Pennsylvania,8270,20373.97452637284,193
Union County,Pennsylvania,11842,26360.6615764753,154
Venango County,Pennsylvania,11406,22511.24970395516,241
Warren County,Pennsylvania,7506,19152.356408359065,212
Washington County,Pennsylvania,51747,25014.86476687695,654
Wayne County,Pennsylvania,10460,20365.647086310626,172
Westmoreland County,Pennsylvania,81006,23217.607387811375,1378
Wyoming County,Pennsylvania,5257,19620.06419347615,106
York County,Pennsylvania,120372,26805.446067100467,1502
Bristol County,Rhode Island,14360,29621.073041935684,169
Kent County,Rhode Island,50938,31004.552869281524,513
Newport County,Rhode Island,21237,25872.907580224655,92
Providence County,Rhode Island,229262,35882.12185666371,2535
Washington County,Rhode Island,34243,27268.52847257061,222
Abbeville County,South Carolina,6655,27133.36323235618,69
Aiken County,South Carolina,41767,24443.44304508638,437
Allendale County,South Carolina,2093,24090.69981583794,24
Anderson County,South Carolina,58025,28646.11617413284,998
Bamberg County,South Carolina,3446,24498.791411915256,75
Barnwell County,South Carolina,5834,27959.35972395284,103
Beaufort County,South Carolina,43530,22657.478060815523,380
Berkeley County,South Carolina,52240,22921.630314119357,450
Calhoun County,South Carolina,2799,19233.147804576376,61
Charleston County,South Carolina,112905,27443.69309149599,945
Cherokee County,South Carolina,14761,25760.907504363004,322
Chester County,South Carolina,10134,31429.10308894678,153
Chesterfield County,South Carolina,11836,25927.710843373494,191
Clarendon County,South Carolina,8776,26006.8158245666,159
Colleton County,South Carolina,8913,23656.34206545107,221
Darlington County,South Carolina,18939,28429.253354949113,311
Dillon County,South Carolina,9729,31920.338593785884,144
Dorchester County,South Carolina,56325,34595.753306021164,496
Edgefield County,South Carolina,6779,24867.93837123991,71
Fairfield County,South Carolina,6007,26880.56562402112,107
Florence County,South Carolina,41861,30269.78950489179,631
Georgetown County,South Carolina,15958,25459.4767070836,227
Greenville County,South Carolina,173338,33108.70952091714,2008
Greenwood County,South Carolina,22607,31925.83073251331,305
Hampton County,South Carolina,5024,26136.718343564666,86
Horry County,South Carolina,97534,27545.674577285987,1159
Jasper County,South Carolina,5924,19698.733082831775,93
Kershaw County,South Carolina,21623,32490.871662334146,261
Lancaster County,South Carolina,25276,25788.678937272987,281
Laurens County,South Carolina,18667,27657.683018979744,295
Lee County,South Carolina,4272,25386.260993582124,95
Lexington County,South Carolina,96569,32324.35146443515,872
Marion County,South Carolina,8564,27934.89252046841,163
Marlboro County,South Carolina,7880,30170.763458151465,105
McCormick County,South Carolina,2244,23713.410123639438,40
Newberry County,South Carolina,13355,34742.45577523413,195
Oconee County,South Carolina,24348,30608.704397455564,343
Orangeburg County,South Carolina,23425,27183.057731360605,420
Pickens County,South Carolina,46111,36341.06743166987,632
Richland County,South Carolina,123578,29723.469606190127,947
Saluda County,South Carolina,3968,19381.62457871343,78
Spartanburg County,South Carolina,95357,29819.09720593524,1548
Sumter County,South Carolina,28100,26330.337984089354,394
Union County,South Carolina,7750,28371.650314833794,150
Williamsburg County,South Carolina,8557,28177.68703898841,146
York County,South Carolina,78263,27853.68301545667,678
Aurora County,South Dakota,805,29262.086513994913,17
Beadle County,South Dakota,4596,24906.519265160136,60
Bennett County,South Dakota,789,23447.251114413077,14
Bon Homme County,South Dakota,2292,33212.57788726271,39
Brookings County,South Dakota,8149,23231.747298799783,52
Brown County,South Dakota,10344,26633.023507299364,121
Brule County,South Dakota,1415,26713.233905984518,20
Buffalo County,South Dakota,620,31600.40774719674,18
Butte County,South Dakota,2757,26435.899894524886,45
Campbell County,South Dakota,268,19476.74418604651,7
Charles Mix County,South Dakota,2942,31661.644425312097,35
Clark County,South Dakota,804,21520.342612419703,9
Clay County,South Dakota,3493,24825.870646766172,21
Codington County,South Dakota,8474,30254.56103395337,101
Corson County,South Dakota,1070,26186.979931473325,17
Custer County,South Dakota,2034,22670.530539456086,26
Davison County,South Dakota,5907,29871.04930467762,79
Day County,South Dakota,1295,23875.368731563423,35
Deuel County,South Dakota,1043,23971.50080441278,12
Dewey County,South Dakota,3139,53275.62797012899,44
Douglas County,South Dakota,684,23416.6381376241,16
Edmunds County,South Dakota,949,24784.53904413685,16
Fall River County,South Dakota,1807,26917.920452852675,39
Faulk County,South Dakota,572,24880.38277511962,16
Grant County,South Dakota,2047,29027.226318774818,51
Gregory County,South Dakota,1065,25448.028673835128,34
Haakon County,South Dakota,452,23802.001053185886,12
Hamlin County,South Dakota,1508,24464.63335496431,41
Hand County,South Dakota,562,17612.033845189595,12
Hanson County,South Dakota,655,18969.012452939474,6
Harding County,South Dakota,201,15485.362095531587,3
Hughes County,South Dakota,4335,24734.679904142416,58
Hutchinson County,South Dakota,1733,23769.03031134275,36
Hyde County,South Dakota,307,23597.232897770944,8
Jackson County,South Dakota,632,18899.52153110048,21
Jerauld County,South Dakota,415,20615.996025832093,20
Jones County,South Dakota,177,19601.328903654485,2
Kingsbury County,South Dakota,1340,27130.99817776878,22
Lake County,South Dakota,2335,18246.464015003516,28
Lawrence County,South Dakota,6605,25557.189289583657,83
Lincoln County,South Dakota,15590,25503.860751210574,102
Lyman County,South Dakota,1205,31869.875694260776,12
Marshall County,South Dakota,796,16129.68591691996,13
McCook County,South Dakota,1348,24131.757966344434,31
McPherson County,South Dakota,426,17906.683480453972,9
Meade County,South Dakota,7042,24855.287307638006,64
Mellette County,South Dakota,527,25570.11159631247,8
Miner County,South Dakota,457,20622.74368231047,13
Minnehaha County,South Dakota,57428,29734.79553056427,519
Moody County,South Dakota,1386,21076.642335766424,28
Oglala Lakota County,South Dakota,3952,27876.13740565705,62
Pennington County,South Dakota,32903,28919.358382773014,343
Perkins County,South Dakota,684,23874.34554973822,18
Potter County,South Dakota,703,32652.113330236876,7
Roberts County,South Dakota,2436,23436.598037329226,53
Sanborn County,South Dakota,575,24530.71672354949,6
Spink County,South Dakota,1418,22239.6486825596,36
Stanley County,South Dakota,637,20561.652679147835,7
Sully County,South Dakota,245,17613.227893601725,3
Todd County,South Dakota,2975,29232.583276014542,53
Tripp County,South Dakota,1382,25399.742694357654,24
Turner County,South Dakota,1969,23485.209923664122,62
Union County,South Dakota,4026,25269.897062515694,52
Walworth County,South Dakota,1315,24195.03219871205,26
Yankton County,South Dakota,5929,25988.428158148505,59
Ziebach County,South Dakota,664,24092.88824383164,11
Anderson County,Tennessee,22095,28703.006053677673,334
Bedford County,Tennessee,14961,30094.7438295818,236
Benton County,Tennessee,4515,27939.356435643567,92
Bledsoe County,Tennessee,4661,30941.317047265,57
Blount County,Tennessee,39149,29415.875210387112,436
Bradley County,Tennessee,33143,30656.738507076127,415
Campbell County,Tennessee,12231,30698.7601024045,167
Cannon County,Tennessee,4202,28627.878457555526,63
Carroll County,Tennessee,8957,32257.7159938056,156
Carter County,Tennessee,16491,29244.028302388677,335
Cheatham County,Tennessee,10913,26835.02594241031,119
Chester County,Tennessee,5848,33809.33109787824,97
Claiborne County,Tennessee,9105,28489.627335023,178
Clay County,Tennessee,2293,30111.621799080764,50
Cocke County,Tennessee,11586,32179.757804688365,216
Coffee County,Tennessee,16947,29984.076433121016,267
Crockett County,Tennessee,5183,36423.0498945889,85
Cumberland County,Tennessee,16112,26622.604097818905,326
Davidson County,Tennessee,192129,27678.55084823898,1670
DeKalb County,Tennessee,6279,30644.216691068814,101
Decatur County,Tennessee,3732,31998.628140272656,70
Dickson County,Tennessee,15889,29452.435678801812,245
Dyer County,Tennessee,12797,34438.49403912915,201
Fayette County,Tennessee,11430,27787.907519509885,185
Fentress County,Tennessee,5699,30767.154348647626,128
Franklin County,Tennessee,12867,30484.742228961335,183
Gibson County,Tennessee,17415,35444.60952923697,259
Giles County,Tennessee,9412,31944.067336410535,190
Grainger County,Tennessee,6780,29073.756432247,109
Greene County,Tennessee,22066,31947.76238254499,372
Grundy County,Tennessee,3986,29686.452669993298,73
Hamblen County,Tennessee,19709,30352.35777866757,353
Hamilton County,Tennessee,100018,27193.2877293341,1144
Hancock County,Tennessee,2011,30377.643504531723,36
Hardeman County,Tennessee,7595,30319.36127744511,116
Hardin County,Tennessee,8751,34114.29907999376,145
Hawkins County,Tennessee,16663,29343.500158489765,321
Haywood County,Tennessee,6179,35708.50670365233,102
Henderson County,Tennessee,9131,32475.01511541061,159
Henry County,Tennessee,8268,25561.910650796104,161
Hickman County,Tennessee,6831,27130.828501072363,110
Houston County,Tennessee,2678,32654.55432264358,61
Humphreys County,Tennessee,4841,26052.093423743405,74
Jackson County,Tennessee,3205,27193.28016290514,63
Jefferson County,Tennessee,15724,28854.023304890354,264
Johnson County,Tennessee,5167,29047.672588261747,93
Knox County,Tennessee,127636,27138.52264343108,1377
Lake County,Tennessee,2747,39153.3637400228,43
Lauderdale County,Tennessee,7743,30207.15483946475,105
Lawrence County,Tennessee,14295,32384.12396357211,202
Lewis County,Tennessee,3570,29100.097815454843,60
Lincoln County,Tennessee,9980,29040.330559273698,170
Loudon County,Tennessee,14496,26810.68284382629,192
Macon County,Tennessee,8447,34334.606942525,145
Madison County,Tennessee,30025,30642.758001306334,426
Marion County,Tennessee,8857,30639.637458055142,131
Marshall County,Tennessee,10369,30164.363636363636,124
Maury County,Tennessee,29020,30107.79461960638,344
McMinn County,Tennessee,16680,31007.17552143362,260
McNairy County,Tennessee,7651,29777.379933058302,120
Meigs County,Tennessee,3390,27290.291418451136,57
Monroe County,Tennessee,14591,31348.15769685251,243
Montgomery County,Tennessee,50256,24046.738407506473,576
Moore County,Tennessee,2238,34494.45129469791,40
Morgan County,Tennessee,6190,28921.17927393356,86
Obion County,Tennessee,10765,35800.99105390934,194
Overton County,Tennessee,7142,32111.865473674745,123
Perry County,Tennessee,2329,28838.533927686974,56
Pickett County,Tennessee,1768,35023.77179080824,36
Polk County,Tennessee,4735,28130.941064638784,74
Putnam County,Tennessee,25114,31296.653997133777,304
Rhea County,Tennessee,9981,30093.164892815144,160
Roane County,Tennessee,15794,29586.752088719048,233
Robertson County,Tennessee,21555,30015.456811440825,302
Rutherford County,Tennessee,95804,28831.876250808797,900
Scott County,Tennessee,9040,40964.29218778322,117
Sequatchie County,Tennessee,4218,28071.343005457205,68
Sevier County,Tennessee,30322,30862.08651399491,415
Shelby County,Tennessee,235846,25165.8724281504,3299
Smith County,Tennessee,6163,30574.98635709679,84
Stewart County,Tennessee,3288,23973.751367116296,59
Sullivan County,Tennessee,45881,28974.789703690607,719
Sumner County,Tennessee,53214,27819.513495710544,727
Tipton County,Tennessee,17622,28607.607266351726,234
Trousdale County,Tennessee,4228,37468.982630272956,45
Unicoi County,Tennessee,5176,28943.68953754963,96
Union County,Tennessee,5399,27032.845984378127,75
Van Buren County,Tennessee,1848,31471.389645776566,48
Warren County,Tennessee,12998,31489.691595803957,176
Washington County,Tennessee,38629,29858.16425120773,493
Wayne County,Tennessee,5695,34157.020332273736,70
Weakley County,Tennessee,9525,28579.57273163706,151
White County,Tennessee,8229,30093.252879868345,129
Williamson County,Tennessee,62187,26083.838061842525,404
Wilson County,Tennessee,41683,28815.059070767402,483
Anderson County,Texas,9691,16785.312202303627,239
Andrews County,Texas,3822,20433.039294306334,72
Angelina County,Texas,15501,17875.80003459609,481
Aransas County,Texas,4177,17766.90769885155,86
Archer County,Texas,2213,25873.962352390976,28
Armstrong County,Texas,555,29411.76470588235,9
Atascosa County,Texas,13647,26678.787167908038,231
Austin County,Texas,5818,19372.66915290357,73
Bailey County,Texas,1511,21585.714285714283,39
Bandera County,Texas,3636,15732.087227414331,77
Bastrop County,Texas,21971,24763.590049930684,239
Baylor County,Texas,818,23311.484753491022,32
Bee County,Texas,8418,25849.83878397052,153
Bell County,Texas,67290,18541.07195996958,901
Bexar County,Texas,565099,28204.830017059685,6131
Blanco County,Texas,2568,21523.76162936887,34
Borden County,Texas,100,15290.51987767584,2
Bosque County,Texas,4130,22103.291410222104,70
Bowie County,Texas,20222,21686.953724060273,432
Brazoria County,Texas,94245,25181.422739029134,983
Brazos County,Texas,60873,26557.625942908497,413
Brewster County,Texas,1079,11724.43768336412,29
Briscoe County,Texas,465,30077.619663648125,8
Brooks County,Texas,1642,23149.584096997038,52
Brown County,Texas,12056,31840.270441580396,229
Burleson County,Texas,5048,27370.818196605756,66
Burnet County,Texas,11095,23040.182743225003,171
Caldwell County,Texas,14339,32839.410040307805,176
Calhoun County,Texas,5731,26918.74119304838,48
Callahan County,Texas,2920,20942.40837696335,72
Cameron County,Texas,105092,24834.874504623513,2032
Camp County,Texas,2873,21941.347181915382,75
Carson County,Texas,1532,25852.176847789404,36
Cass County,Texas,7260,24179.04482781589,197
Castro County,Texas,2297,30504.648074369186,47
Chambers County,Texas,10389,23699.15824531788,69
Cherokee County,Texas,7989,15174.94206587395,254
Childress County,Texas,2638,36107.309061045715,33
Clay County,Texas,2096,20017.190335211537,35
Cochran County,Texas,891,31230.283911671926,23
Coke County,Texas,843,24889.282550930027,20
Coleman County,Texas,1646,20134.556574923547,71
Collin County,Texas,215831,20858.678109265216,1507
Collingsworth County,Texas,702,24041.095890410958,16
Colorado County,Texas,3808,17717.396361606105,64
Comal County,Texas,34812,22285.527722474377,550
Comanche County,Texas,3698,27121.378804547123,78
Concho County,Texas,1084,39765.22377109318,11
Cooke County,Texas,7409,17958.16467508544,134
Coryell County,Texas,17626,23207.0677147108,211
Cottle County,Texas,319,22818.311874105868,9
Crane County,Texas,1285,26787.575568063374,24
Crockett County,Texas,1082,31235.565819861433,19
Crosby County,Texas,1894,33013.77026320377,45
Culberson County,Texas,514,23675.725472132657,14
Dallam County,Texas,2155,29573.212570330725,40
Dallas County,Texas,573644,21765.908459671653,6772
Dawson County,Texas,2998,23554.368321810183,94
DeWitt County,Texas,6486,32172.619047619046,99
Deaf Smith County,Texas,4809,25930.119702361695,111
Delta County,Texas,1820,34139.93622209717,25
Denton County,Texas,170986,19272.39077239021,1354
Dickens County,Texas,453,20488.46675712347,16
Dimmit County,Texas,5760,56894.50809956539,51
Donley County,Texas,1153,35173.8865161684,26
Duval County,Texas,3412,30581.697588957606,70
Eastland County,Texas,2829,15408.496732026142,113
Ector County,Texas,37544,22586.525330429602,703
Edwards County,Texas,467,24171.84265010352,11
El Paso County,Texas,208635,24860.051618253703,3734
Ellis County,Texas,49172,26604.482053390755,582
Erath County,Texas,8790,20586.444329945196,123
Falls County,Texas,3797,21951.7835462797,65
Fannin County,Texas,6897,19420.51022132117,183
Fayette County,Texas,4796,18922.117888424207,105
Fisher County,Texas,609,15900.783289817233,24
Floyd County,Texas,1961,34331.2324929972,48
Foard County,Texas,209,18095.238095238095,11
Fort Bend County,Texas,189442,23339.26336227713,1159
Franklin County,Texas,2228,20773.892773892774,42
Freestone County,Texas,3880,19678.450068468832,82
Frio County,Texas,5935,29227.814439082045,93
Gaines County,Texas,2215,10306.160431788572,83
Galveston County,Texas,96616,28238.815218376156,853
Garza County,Texas,1279,20532.990849253492,28
Gillespie County,Texas,5426,20105.231954942938,109
Glasscock County,Texas,199,14123.491838183108,3
Goliad County,Texas,1216,15878.819535126666,32
Gonzales County,Texas,4736,22728.7997312473,99
Gray County,Texas,6195,28305.766243260532,125
Grayson County,Texas,27166,19943.910962323436,636
Gregg County,Texas,23237,18747.831699544153,687
Grimes County,Texas,8511,29470.2216066482,120
Guadalupe County,Texas,38361,22991.722955761867,398
Hale County,Texas,6571,19670.1191402742,245
Hall County,Texas,1102,37179.48717948718,24
Hamilton County,Texas,1972,23306.937714218177,33
Hansford County,Texas,1929,35728.83867382848,29
Hardeman County,Texas,556,14136.79125349606,19
Hardin County,Texas,12078,20968.021943682514,251
Harris County,Texas,1032781,21911.941145581943,10972
Harrison County,Texas,13370,20089.252174958307,227
Hartley County,Texas,1364,24461.979913916788,3
Haskell County,Texas,897,15853.658536585366,39
Hays County,Texas,58471,25401.079972718308,432
Hemphill County,Texas,1239,32443.04791830322,7
Henderson County,Texas,15410,18625.282521725465,424
Hidalgo County,Texas,207289,23861.78538908976,3528
Hill County,Texas,8991,24532.729405986523,192
Hockley County,Texas,7750,33664.914643151904,161
Hood County,Texas,13472,21854.874032736887,274
Hopkins County,Texas,7264,19587.96246359616,180
Houston County,Texas,4253,18517.067223963775,111
Howard County,Texas,6876,18754.09120663321,184
Hudspeth County,Texas,989,20241.506344658206,18
Hunt County,Texas,15811,16036.472807675922,363
Hutchinson County,Texas,6755,32261.91613334607,135
Irion County,Texas,445,28971.354166666664,3
Jack County,Texas,1523,17045.327364297707,28
Jackson County,Texas,3258,22073.170731707316,59
Jasper County,Texas,6102,17174.702355822006,187
Jeff Davis County,Texas,224,9850.483729111698,9
Jefferson County,Texas,49316,19603.68095720788,843
Jim Hogg County,Texas,2648,50923.07692307692,22
Jim Wells County,Texas,11411,28187.83656933946,208
Johnson County,Texas,43903,24970.850372830842,735
Jones County,Texas,4643,23119.055917940546,93
Karnes County,Texas,5968,38253.95807961028,70
Kaufman County,Texas,35680,26205.620106643946,536
Kendall County,Texas,8263,17421.095907739662,119
Kenedy County,Texas,86,21287.128712871287,2
Kent County,Texas,210,27559.055118110235,4
Kerr County,Texas,9690,18422.053231939164,182
Kimble County,Texas,714,16462.992852201984,15
King County,Texas,51,18750.0,0
Kinney County,Texas,741,20207.253886010363,11
Kleberg County,Texas,7304,23807.040417209908,147
Knox County,Texas,492,13427.947598253275,25
La Salle County,Texas,2421,32194.14893617021,48
Lamar County,Texas,9599,19252.29146192262,256
Lamb County,Texas,4356,33785.77522686729,122
Lampasas County,Texas,5556,25928.691431771513,90
Lavaca County,Texas,4271,21191.822963183487,120
Lee County,Texas,4278,24815.824583792564,60
Leon County,Texas,3728,21420.363134911513,93
Liberty County,Texas,18210,20641.81185458915,404
Limestone County,Texas,5100,21760.464223236762,124
Lipscomb County,Texas,720,22270.337148159604,16
Live Oak County,Texas,2153,17637.42115179815,42
Llano County,Texas,3933,18045.423262216103,97
Loving County,Texas,196,115976.33136094674,1
Lubbock County,Texas,93789,30199.086193406296,1329
Lynn County,Texas,1556,26146.86607292892,38
Madison County,Texas,3778,26449.173900868103,54
Marion County,Texas,1690,17150.395778364116,60
Martin County,Texas,1207,20914.919424709755,26
Mason County,Texas,787,18413.664014974263,12
Matagorda County,Texas,8374,22852.932347242313,175
Maverick County,Texas,20872,35543.74850992814,469
McCulloch County,Texas,1308,16382.765531062125,47
McLennan County,Texas,60473,23564.91818737993,902
McMullen County,Texas,169,22745.62584118439,9
Medina County,Texas,10269,19907.335607940448,199
Menard County,Texas,513,23994.38727782975,12
Midland County,Texas,40910,23134.952949692364,496
Milam County,Texas,4950,19941.183579744593,102
Mills County,Texas,1475,30268.828237225527,37
Mitchell County,Texas,1864,21813.926272674078,49
Montague County,Texas,4694,23685.53839943486,129
Montgomery County,Texas,141687,23327.14841016742,1291
Moore County,Texas,5604,26762.1776504298,111
Morris County,Texas,2529,20414.917662253793,73
Motley County,Texas,286,23833.333333333332,13
Nacogdoches County,Texas,12413,19037.175633396724,258
Navarro County,Texas,12469,24881.767206114182,222
Newton County,Texas,1367,10055.167340934167,61
Nolan County,Texas,3065,20830.50156313715,99
Nueces County,Texas,82962,22899.08196105925,1270
Ochiltree County,Texas,2424,24644.16429442863,48
Oldham County,Texas,565,26751.89393939394,6
Orange County,Texas,14968,17948.10302652405,355
Palo Pinto County,Texas,7052,24159.786220836617,154
Panola County,Texas,4609,19871.5184961628,129
Parker County,Texas,34819,24369.742017665423,450
Parmer County,Texas,2363,24601.769911504427,52
Pecos County,Texas,2749,17373.44372116539,71
Polk County,Texas,7896,15375.92740443596,247
Potter County,Texas,29390,25030.873397777115,648
Presidio County,Texas,998,14886.634844868735,38
Rains County,Texas,1839,14695.540994086623,59
Randall County,Texas,27320,19838.359486758694,490
Reagan County,Texas,859,22317.485061054816,14
Real County,Texas,817,23667.439165701042,25
Red River County,Texas,2304,19163.27039840306,67
Reeves County,Texas,4636,29018.527791687527,74
Refugio County,Texas,1781,25633.27576280944,36
Roberts County,Texas,175,20491.803278688523,2
Robertson County,Texas,4541,26595.993908867284,77
Rockwall County,Texas,26778,25523.51903922223,266
Runnels County,Texas,2393,23314.497272018707,66
Rusk County,Texas,10870,19979.414035216705,233
Sabine County,Texas,1254,11895.276038702334,89
San Augustine County,Texas,1082,13135.850430982155,44
San Jacinto County,Texas,5611,19442.808136110052,102
San Patricio County,Texas,11104,16640.191817773117,341
San Saba County,Texas,1242,20511.97357555739,35
Schleicher County,Texas,528,18904.40386680988,9
Scurry County,Texas,4983,29832.96413817877,104
Shackelford County,Texas,691,21163.85911179173,12
Shelby County,Texas,4491,17769.249030624356,134
Sherman County,Texas,499,16512.243547319656,16
Smith County,Texas,45581,19583.58932936915,968
Somervell County,Texas,2116,23181.419807186678,36
Starr County,Texas,20091,31084.739993501775,366
Stephens County,Texas,1846,19709.58787102285,46
Sterling County,Texas,245,18977.53679318358,6
Stonewall County,Texas,362,26814.814814814814,7
Sutton County,Texas,848,22457.627118644068,12
Swisher County,Texas,2288,30931.45869947276,34
Tarrant County,Texas,542813,25817.318782505714,5259
Taylor County,Texas,31622,22908.848544561486,725
Terrell County,Texas,121,15592.783505154639,3
Terry County,Texas,2790,22614.898273486262,84
Throckmorton County,Texas,271,18054.63024650233,8
Titus County,Texas,8673,26482.442748091602,128
Tom Green County,Texas,30865,25893.456375838927,464
Travis County,Texas,227227,17836.358298651285,1735
Trinity County,Texas,2707,18476.554501399223,72
Tyler County,Texas,3405,15711.517165005538,88
Upshur County,Texas,7926,18983.06708499988,186
Upton County,Texas,833,22778.233524747062,18
Uvalde County,Texas,10600,39639.5048801466,145
Val Verde County,Texas,14368,29307.496175420703,303
Van Zandt County,Texas,10399,18376.038169287862,280
Victoria County,Texas,18919,20545.37161721906,413
Walker County,Texas,19223,26343.341875539598,212
Waller County,Texas,9695,17548.7818122579,108
Ward County,Texas,2830,23587.26454409068,44
Washington County,Texas,9232,25728.777660108135,148
Webb County,Texas,96110,34740.39587640791,1036
Wharton County,Texas,9175,22078.64087015112,214
Wheeler County,Texas,1193,23595.727848101265,23
Wichita County,Texas,32569,24630.567949784465,679
Wilbarger County,Texas,3486,27300.493382410525,87
Willacy County,Texas,7089,33191.31004775728,130
Williamson County,Texas,133907,22674.925620310525,879
Wilson County,Texas,11032,21601.72312512238,157
Winkler County,Texas,1846,23046.192259675405,34
Wise County,Texas,17052,24365.56927297668,270
Wood County,Texas,8031,17635.433364808185,288
Yoakum County,Texas,1317,15115.344886950534,42
Young County,Texas,4002,22220.988339811214,94
Zapata County,Texas,3752,26461.668664927005,55
Zavala County,Texas,4059,34282.09459459459,68
Beaver County,Utah,754,11236.959761549924,7
Box Elder County,Utah,14126,25204.296470756166,131
Cache County,Utah,37240,29028.209745184697,112
Carbon County,Utah,5264,25724.478326736058,46
Daggett County,Utah,37,3894.7368421052633,0
Davis County,Utah,101261,28485.62933040022,404
Duchesne County,Utah,1217,6103.922158691945,9
Emery County,Utah,2486,24830.203755493407,28
Garfield County,Utah,466,9225.895862205503,10
Grand County,Utah,2351,24102.932130408037,6
Iron County,Utah,5374,9799.59517861376,32
Juab County,Utah,2896,24099.19281018557,26
Kane County,Utah,647,8204.412883591174,5
Millard County,Utah,3274,24825.599029420686,36
Morgan County,Utah,2840,23424.61233916199,15
Piute County,Utah,304,20554.428668018933,8
Rich County,Utah,345,13894.482480869914,3
Salt Lake County,Utah,346815,29886.585829303964,1636
San Juan County,Utah,4004,26156.258165665015,49
Sanpete County,Utah,8370,27053.23378260448,64
Sevier County,Utah,5446,25189.63922294172,33
Summit County,Utah,13832,32820.02610036778,26
Tooele County,Utah,21561,29838.497626593227,102
Uintah County,Utah,1757,4916.885878994795,18
Utah County,Utah,203286,31951.40160475296,791
Wasatch County,Utah,10804,31691.64882226981,35
Washington County,Utah,20522,11558.043659465182,204
Wayne County,Utah,443,16340.833640722982,0
Weber County,Utah,71645,27533.213175360186,443
Addison County,Vermont,5939,16148.679881447644,18
Bennington County,Vermont,10153,28624.189455878204,71
Caledonia County,Vermont,5854,19517.88750708499,25
Chittenden County,Vermont,34629,21144.38189211963,175
Essex County,Vermont,1301,21109.849099464547,3
Franklin County,Vermont,10325,20899.96356422817,67
Grand Isle County,Vermont,1132,15646.164478230823,5
Lamoille County,Vermont,3964,15629.682201719106,17
Orange County,Vermont,4420,15298.352485116988,14
Orleans County,Vermont,6610,24447.978695861228,38
Rutland County,Vermont,13586,23347.2530116341,74
Washington County,Vermont,12430,21280.966974267663,51
Windham County,Vermont,6994,16564.824025389607,36
Windsor County,Vermont,9638,17503.90468925938,52
Accomack County,Virginia,7054,21828.19655898007,106
Albemarle County,Virginia,18671,17077.65480654898,163
Alleghany County,Virginia,3364,22637.954239569313,98
Amelia County,Virginia,2683,20410.802586534803,61
Amherst County,Virginia,7316,23148.236038601488,89
Appomattox County,Virginia,3817,23989.692665451574,53
Arlington County,Virginia,46198,19505.830891480397,322
Augusta County,Virginia,18922,25043.013314275126,206
Bath County,Virginia,906,21847.118398842536,20
Bedford County,Virginia,17276,21869.184905755916,240
Bland County,Virginia,1800,28662.42038216561,24
Botetourt County,Virginia,7607,22762.500374038722,101
Bristol city,Virginia,4454,26572.008113590266,80
Brunswick County,Virginia,3284,20232.887684061363,47
Buchanan County,Virginia,4895,23305.08474576271,122
Buckingham County,Virginia,3993,23285.51434569629,56
Buena Vista city,Virginia,2017,31136.153133683234,44
Campbell County,Virginia,12814,23346.99826910814,215
Caroline County,Virginia,6976,22704.637917005693,85
Carroll County,Virginia,6747,22647.779530730757,148
Charles City County,Virginia,1191,17104.696251615682,27
Charlotte County,Virginia,2540,21380.47138047138,45
Chesterfield County,Virginia,75487,21396.420655211703,760
Clarke County,Virginia,2679,18325.466858198237,42
Colonial Heights city,Virginia,4958,28543.465745538284,97
Covington city,Virginia,1299,23456.121343445287,26
Craig County,Virginia,1128,21984.018709803157,18
Culpeper County,Virginia,11497,21855.336945157305,149
Cumberland County,Virginia,1366,13753.523962948046,27
Dickenson County,Virginia,3321,23194.580248638078,49
Dinwiddie County,Virginia,5442,19065.302690582957,93
Emporia city,Virginia,1187,22203.516647961093,55
Essex County,Virginia,2285,20861.864329407468,33
Fairfax County,Virginia,188156,16396.5797903675,1453
Fairfax city,Virginia,2056,8559.890087014448,43
Falls Church city,Virginia,2226,15228.843127864815,17
Fauquier County,Virginia,13267,18627.671225183232,144
Floyd County,Virginia,2587,16426.4397739539,49
Fluvanna County,Virginia,5260,19288.595526219287,46
Franklin County,Virginia,10984,19599.586024767137,198
Franklin city,Virginia,2395,30061.50370277394,52
Frederick County,Virginia,20904,23405.32733196735,249
Galax city,Virginia,2561,40349.7715456121,78
Giles County,Virginia,4115,24611.244019138758,50
Gloucester County,Virginia,7453,19955.55317553818,104
Goochland County,Virginia,4153,17484.10727066055,53
Grayson County,Virginia,4059,26102.89389067524,83
Greene County,Virginia,4074,20556.032090418284,62
Greensville County,Virginia,3341,29472.477064220184,40
Halifax County,Virginia,7217,21282.17982365604,159
Hampton city,Virginia,28527,21208.08861794662,330
Hanover County,Virginia,22386,20772.785479650352,286
Henrico County,Virginia,67513,20407.897998295135,934
Henry County,Virginia,12205,24141.068496944044,266
Highland County,Virginia,387,17671.23287671233,7
